gene_name	wormbase_gene	chr	start	end	strand	biotype	HK2	HK4	HK5	HK6
F13C5.5	WBGene00017426	X	604872	608492	-1	protein_coding	198.037570101891	112.97198465854	76.8661095271095	21.3021762965164
F13D11.3	WBGene00017428	X	5804379	5805922	-1	protein_coding	103.06036811425	45.4643352894123	141.334459453072	168.28719274248
F13D11.4	WBGene00017429	X	5831918	5834858	-1	protein_coding	431.438992007692	653.033179611559	230.598328581329	164.026757483176
F13D12.10	WBGene00008744	II	11713721	11716811	1	protein_coding	23.2391026139975	36.5092389445281	53.3103662849308	44.7345702226844
F13D12.3	WBGene00008739	II	11720444	11722308	1	protein_coding	336.46179002005	354.070732405423	879.001155721301	456.931681560277
F13D12.5	WBGene00008740	II	11726814	11728541	1	protein_coding	264.723690646406	151.547784298041	68.1876778063068	36.2136997040779
F13D12.6	WBGene00008741	II	11739456	11742876	1	protein_coding	1140.73681961753	850.045299199012	1269.53058315742	555.986801339078
F13D12.8	WBGene00008742	II	11731165	11732594	-1	protein_coding	54.5613713546027	73.0184778890561	115.299164290664	153.375669334918
F13D12.9	WBGene00008743	II	11707452	11709587	-1	protein_coding	328.378623893442	344.426782495548	1397.22750704923	1759.55976209225
F13D2.1	WBGene00008735	X	11163958	11189591	-1	protein_coding	237.443004969104	484.26405618874	895.118243202791	569.833215931814
F13E6.1	WBGene00008745	X	10675706	10677109	-1	protein_coding	1226.62045971274	1015.37015479688	2013.39615922622	2292.11416950517
F13E6.2	WBGene00008746	X	10668280	10674293	-1	protein_coding	4.04158306330391	4.82197495493767	34.7137268832107	35.1485908892521
F13E9.1	WBGene00008750	IV	10864331	10873632	1	protein_coding	227.339047310845	181.857341157649	230.598328581329	431.369070004457
F13E9.10	WBGene00008759	IV	10885238	10886015	-1	protein_coding	0	0	0	0
F13E9.11	WBGene00008760	IV	10865258	10869180	-1	protein_coding	156.611343703026	147.414662908094	476.073968684033	878.714772231302
F13E9.12	WBGene00008761	IV	10873673	10874627	-1	protein_coding	2.02079153165195	3.44426782495548	24.7955192022934	31.9532644447746
F13E9.13	WBGene00044797	IV	10881549	10882523	1	protein_coding	57.5925586520807	8.26624277989315	16.1170874814907	0
F13E9.14	WBGene00045207	IV	10891333	10892093	-1	protein_coding	0	7.57738921490205	7.43865576068802	0
F13E9.15	WBGene00045208	IV	10889471	10889878	-1	protein_coding	18.1871237848676	64.0633815441719	69.4274537664215	40.4741349633812
F13E9.16	WBGene00045209	IV	10887200	10887385	-1	protein_coding	0	0	0	0
F13E9.19	WBGene00194922	IV	10899406	10899540	1	protein_coding	0	0	0	0
F13E9.4	WBGene00008753	IV	10895225	10896612	-1	protein_coding	0	0	1.23977596011467	0
F13E9.5	WBGene00008754	IV	10882972	10884363	-1	protein_coding	32.3326645064313	0	0	0
F13E9.8	WBGene00008757	IV	10893648	10894355	-1	protein_coding	19.1975195506936	2.06656069497329	16.1170874814907	20.2370674816906
F13E9.9	WBGene00008758	IV	10897655	10899180	-1	protein_coding	0	0	2.47955192022934	14.9115234075615
F13G3.10	WBGene00008768	I	7313585	7314277	-1	protein_coding	229.359838842497	207.34492306232	121.498044091238	156.570995779396
F13G3.12	WBGene00008770	I	7295753	7297004	1	protein_coding	78.8108697344262	37.1980925095192	130.17647581204	135.268819482879
F13G3.15	WBGene00303055	I	7305053	7305103	1	protein_coding	0	0	0	0
F13G3.3	WBGene00008763	I	7296913	7299983	-1	protein_coding	31.3222687406053	17.2213391247774	12.3977596011467	0
F13G3.6	WBGene00008766	I	7303300	7304690	-1	protein_coding	166.715301361286	121.238227438433	69.4274537664215	92.6644668898464
F13G3.7	WBGene00008767	I	7304918	7307010	1	protein_coding	244.515775329886	232.143651401999	383.090771675433	269.472530150933
F13H10.1	WBGene00008773	IV	11004573	11005070	1	protein_coding	14.1455407215637	2.75541425996438	4.95910384045868	40.4741349633812
F13H10.3	WBGene00008774	IV	11012119	11015883	-1	protein_coding	410.220680925346	349.248757450486	183.486842096971	100.120228593627
F13H10.5	WBGene00008776	IV	10990999	10994137	1	protein_coding	25.2598941456494	21.354460514724	7.43865576068802	0
F13H10.6	WBGene00008777	IV	11009296	11010103	1	protein_coding	109.122742709205	126.749055958362	379.371443795089	633.739744821363
F13H10.8	WBGene00044784	IV	11020498	11021438	1	protein_coding	246.536566861538	336.160539715655	190.925497857659	164.026757483176
F13H10.9	WBGene00045056	IV	11002119	11003801	1	protein_coding	11.1143534240857	7.57738921490205	22.3159672820641	14.9115234075615
F13H6.3	WBGene00017431	V	6363408	6365671	-1	protein_coding	396.075140203783	266.586329651554	451.27844948174	244.975027409939
F13H6.5	WBGene00017433	V	6372114	6374933	-1	protein_coding	13.1351449557377	19.9767533847418	288.867798706718	330.183732596004
F13H8.1	WBGene00017434	II	6283386	6284724	1	protein_coding	38.3950391013871	66.1299422391452	83.0649893276829	77.7529434822849
F13H8.11	WBGene00017443	II	6257628	6260021	-1	protein_coding	39.4054348672131	79.218159973976	75.6263335669948	71.36229059333
F13H8.12	WBGene00017444	II	6262522	6263325	1	protein_coding	1.01039576582598	2.06656069497329	3.71932788034401	0
F13H8.2	WBGene00017435	II	6270370	6274005	1	protein_coding	437.501366602648	553.14941268785	331.020181350617	242.844809780287
F13H8.3	WBGene00017436	II	6264050	6265502	1	protein_coding	63.6549332470365	26.8652890346527	106.620732569862	108.641099112234
F13H8.5	WBGene00017438	II	6252774	6256124	-1	protein_coding	508.229070210466	743.272996625392	4561.13575726187	5551.34714287218
F13H8.6	WBGene00017439	II	6284817	6286869	-1	protein_coding	25.2598941456494	0	2.47955192022934	22.3672851113422
F13H8.8	WBGene00017441	II	6265612	6268083	-1	protein_coding	6.06237459495586	0	16.1170874814907	0
F13H8.9	WBGene00017442	II	6279676	6281102	-1	protein_coding	27.2806856773014	36.5092389445281	8.67843172080269	0
F14B4.1	WBGene00008779	I	9265951	9270919	-1	protein_coding	3.03118729747793	9.64394990987534	12.3977596011467	10.6510881482582
F14B6.2	WBGene00008783	I	12218433	12222298	-1	protein_coding	71.7380993736443	90.2398170138335	288.867798706718	320.597753262572
F14B6.3	WBGene00008784	I	12230418	12232303	1	protein_coding	0	0	0	0
F14B6.4	WBGene00008785	I	12236018	12238252	1	protein_coding	0	10.3328034748664	0	0
F14B6.6	WBGene00008787	I	12232689	12235193	1	protein_coding	30.3118729747793	39.2646532044925	8.67843172080269	21.3021762965164
F14B8.4	WBGene00017446	X	6898650	6899948	-1	protein_coding	20.2079153165195	49.5974566793589	73.1467816467655	144.854798816312
F14B8.5	WBGene00017447	X	6924804	6928704	-1	protein_coding	351.61772650744	427.089210294479	688.075657863641	606.046915635892
F14B8.6	WBGene00017448	X	6929262	6932359	-1	protein_coding	425.376617412736	400.223921259827	490.951280205409	631.609527191711
F14D12.1	WBGene00017463	X	5603766	5609133	1	protein_coding	79.8212655002521	163.25829490289	153.732219054219	107.575990297408
F14D2.11	WBGene00017459	II	3341268	3342104	-1	protein_coding	46.4782052279949	8.26624277989315	2.47955192022934	5.3255440741291
F14D2.14	WBGene00017462	II	3346745	3347519	-1	protein_coding	0	2.75541425996438	9.91820768091736	0
F14D2.15	WBGene00023427	II	3342335	3343814	-1	protein_coding	51.5301840571248	13.0882177348308	17.3568634416054	0
F14D2.19	WBGene00206522	II	3335422	3337139	-1	protein_coding	115.185117304161	105.394595443638	85.5445412479122	78.8180522971107
F14D2.5	WBGene00017453	II	3340556	3341260	1	protein_coding	0	3.44426782495548	0	0
F14D2.7	WBGene00017455	II	3337968	3338656	-1	protein_coding	0	0	0	0
F14D2.8	WBGene00017456	II	3347574	3349870	-1	protein_coding	24.2494983798234	10.3328034748664	0	0
F14D7.1	WBGene00008788	V	14288733	14289718	-1	protein_coding	0	0	0	0
F14D7.10	WBGene00008797	V	14308464	14308856	1	protein_coding	70.7277036078184	107.461156138611	13.6375355612614	64.971637704375
F14D7.11	WBGene00008798	V	14310389	14311236	-1	protein_coding	0	2.06656069497329	0	0
F14D7.12	WBGene00045331	V	14300014	14300561	1	protein_coding	7.07277036078183	2.75541425996438	37.1932788034401	119.292187260492
F14D7.14	WBGene00045490	V	14309932	14310318	1	protein_coding	0	0	0	0
F14D7.18	WBGene00206501	V	14289833	14290736	-1	protein_coding	0	0	0	0
F14D7.2	WBGene00008789	V	14291910	14293712	-1	protein_coding	30.3118729747793	0	14.877311521376	0
F14D7.3	WBGene00008790	V	14296799	14297222	1	protein_coding	0	2.06656069497329	0	0
F14D7.5	WBGene00008792	V	14299180	14299642	-1	protein_coding	0	15.8436319947952	58.2694701253895	181.068498520389
F14D7.6	WBGene00008793	V	14301413	14306444	1	protein_coding	66.6861205445145	108.838863268593	7.43865576068802	0
F14D7.7	WBGene00008794	V	14306475	14306871	-1	protein_coding	47.4886009938209	97.8172062287356	28.5148470826374	12.7813057779098
F14D7.8	WBGene00008795	V	14311882	14312788	-1	protein_coding	0	1.37770712998219	37.1932788034401	18.1068498520389
F14D7.9	WBGene00008796	V	14294696	14295550	1	protein_coding	0	0	0	0
F14E5.1	WBGene00008799	II	8417618	8419758	1	protein_coding	21.2183110823455	48.2197495493767	2.47955192022934	0
F14E5.2	WBGene00008800	II	8423951	8428855	-1	protein_coding	1574.19660315687	1725.57818030269	2494.42923175071	1568.90528423843
F14E5.8	WBGene00195147	II	8420098	8422054	1	protein_coding	5.05197882912988	0	0	0
F14F3.4	WBGene00008807	X	10520817	10521464	-1	protein_coding	9.09356189243379	10.3328034748664	49.5910384045868	75.6227258526332
F14F3.5	WBGene00045480	X	10528002	10529264	-1	protein_coding	7.07277036078183	2.06656069497329	0	3.19532644447746
F14F7.4	WBGene00008811	III	13028393	13029708	-1	protein_coding	16.1663322532156	3.44426782495548	17.3568634416054	0
F14F7.5	WBGene00008812	III	13032001	13036344	1	protein_coding	0	0	13.6375355612614	0
F14F7.7	WBGene00206390	III	13030920	13031858	1	protein_coding	0	0	0	0
F14F8.14	WBGene00044185	V	16666340	16666747	-1	protein_coding	0	0	0	0
F14F8.15	WBGene00235339	V	16663347	16663616	-1	protein_coding	0	0	0	12.7813057779098
F14F8.8	WBGene00008816	V	16671622	16672186	-1	protein_coding	18.1871237848676	9.64394990987534	2.47955192022934	0
F14F8.9	WBGene00008817	V	16667691	16668573	-1	protein_coding	0	0	0	0
F14F9.2	WBGene00017465	V	5144831	5145781	1	protein_coding	0	1.37770712998219	52.0705903248161	84.1435963712398
F14F9.3	WBGene00017466	V	5138195	5141488	1	protein_coding	7.07277036078183	33.7538246845637	148.77311521376	141.659472371834
F14F9.4	WBGene00017467	V	5132741	5137100	1	protein_coding	376.877620653089	575.192726767565	308.704214068553	796.701393489713
F14F9.5	WBGene00017468	V	5127055	5130076	1	protein_coding	92.9564104559898	70.9519171940829	138.854907532843	334.444167855308
F14F9.6	WBGene00017469	V	5146179	5146490	-1	protein_coding	15.1559364873896	0	0	0
F14F9.8	WBGene00044536	V	5130318	5131538	1	protein_coding	38.3950391013871	32.3761175545815	121.498044091238	101.185337408453
F14H12.17	WBGene00219368	X	4362936	4363315	-1	protein_coding	0	0	0	0
F14H12.2	WBGene00017470	X	4350498	4352744	1	protein_coding	8.08316612660781	10.3328034748664	2.47955192022934	9.58597933343238
F14H12.3	WBGene00017471	X	4344215	4345644	1	protein_coding	94.9772019876418	112.283131093549	42.1523826438988	75.6227258526332
F14H12.6	WBGene00017473	X	4357015	4357567	-1	protein_coding	0	0	2.47955192022934	0
F14H12.7	WBGene00017474	X	4361927	4362283	-1	protein_coding	0	0	0	0
F14H12.8	WBGene00017475	X	4363607	4365069	-1	protein_coding	14.1455407215637	21.354460514724	3.71932788034401	4.26043525930328
F14H3.12	WBGene00008831	V	16074113	16075323	-1	protein_coding	46.4782052279949	57.1748458942609	9.91820768091736	0
F14H3.14	WBGene00045513	V	16062661	16062888	-1	protein_coding	0	0	0	0
F14H3.15	WBGene00219414	V	16059781	16060235	-1	protein_coding	0	0	0	0
F14H3.3	WBGene00008822	V	16051923	16053510	-1	protein_coding	17.1767280190416	0.688853564991096	0	0
F14H3.4	WBGene00008823	V	16053900	16055072	-1	protein_coding	11.1143534240857	0	0	0
F14H3.5	WBGene00008824	V	16055806	16057054	-1	protein_coding	5.05197882912988	0	0	0
F14H3.6	WBGene00008825	V	16057322	16058892	-1	protein_coding	108.112346943379	8.26624277989315	4.95910384045868	0
F14H8.2	WBGene00008833	V	15019224	15020325	-1	protein_coding	0	0	3.71932788034401	0
F14H8.4	WBGene00008834	V	15023844	15025150	1	protein_coding	0	7.57738921490205	0	0
F14H8.5	WBGene00008835	V	15021032	15022049	1	protein_coding	0	2.06656069497329	13.6375355612614	0
F14H8.8	WBGene00077582	V	15029469	15030183	1	protein_coding	9.09356189243379	0	3.71932788034401	0
F15A4.10	WBGene00008844	II	12484544	12485160	-1	protein_coding	14.1455407215637	0	0	0
F15A4.2	WBGene00008838	II	12462418	12464078	1	protein_coding	3.03118729747793	0	0	0
F15A4.5	WBGene00008840	II	12469374	12471211	-1	protein_coding	50.5197882912988	67.5076493691274	94.2229729687149	107.575990297408
F15A4.6	WBGene00008841	II	12471805	12473084	1	protein_coding	481.958780298991	385.069142830023	507.0683676869	317.402426818094
F15A8.1	WBGene00017476	X	4440941	4441726	1	protein_coding	0	0	0	0
F15A8.6	WBGene00017478	X	4430929	4437512	-1	protein_coding	179.850446317024	274.163718866456	477.313744644148	786.050305341455
F15B10.3	WBGene00017481	IV	6602680	6603966	1	protein_coding	29.3014772089533	4.13312138994657	0	0
F15B9.10	WBGene00045418	V	13006981	13008925	-1	protein_coding	423.355825881084	367.158950140254	728.988264547426	814.808243341752
F15B9.11	WBGene00138724	V	12992654	12992977	-1	protein_coding	11.1143534240857	0	3.71932788034401	28.7579380002971
F15B9.6	WBGene00008850	V	13014144	13016641	1	protein_coding	45.4678094621689	119.860520308451	221.919896860526	205.566001261383
F15B9.8	WBGene00008851	V	12988543	12992185	1	protein_coding	370.815246058133	475.997813408847	843.047652877975	1064.04370601099
F15D3.4	WBGene00008854	I	11565238	11570803	1	protein_coding	8.08316612660781	1.37770712998219	17.3568634416054	42.6043525930328
F15D3.5	WBGene00008855	I	11570886	11571178	-1	protein_coding	0	0	0	0
F15D3.6	WBGene00008856	I	11572121	11577488	-1	protein_coding	473.875614172383	454.643352894123	176.048186336283	70.2971817785041
F15D3.9	WBGene00077557	I	11557986	11558671	1	protein_coding	0	0	0	0
F15D4.2	WBGene00008859	II	13216092	13216764	1	protein_coding	174.798467487894	154.992052122997	120.258268131123	182.133607335215
F15D4.4	WBGene00008861	II	13239249	13243121	-1	protein_coding	22.2287068481715	11.7105106048486	40.9126066837841	33.0183732596004
F15D4.5	WBGene00008862	II	13245348	13247774	1	protein_coding	49.5093925254728	21.354460514724	9.91820768091736	0
F15D4.6	WBGene00008863	II	13249189	13249895	1	protein_coding	8.08316612660781	0	1.23977596011467	0
F15E6.10	WBGene00044479	IV	4292869	4293611	1	protein_coding	0	0	8.67843172080269	8.52087051860656
F15E6.3	WBGene00017484	IV	4294877	4295687	1	protein_coding	102.049972348424	57.863699459252	173.568634416054	240.714592150635
F15E6.4	WBGene00017485	IV	4291467	4291872	1	protein_coding	47.4886009938209	21.354460514724	6.19887980057335	3.19532644447746
F15E6.5	WBGene00017486	IV	4289567	4290061	1	protein_coding	0	0	4.95910384045868	0
F15E6.6	WBGene00017487	IV	4278825	4284120	-1	protein_coding	161.663322532156	418.134113949595	44.6319345641281	44.7345702226844
F15E6.9	WBGene00017489	IV	4293620	4299083	-1	protein_coding	0	46.8420424193945	8.67843172080269	12.7813057779098
F15G9.1	WBGene00008865	X	9706926	9708563	1	protein_coding	508.229070210466	425.022649599506	1259.6123754765	2796.9757477326
F15G9.2	WBGene00008866	X	9708590	9713713	-1	protein_coding	0	2.75541425996438	1.23977596011467	0
F15G9.5	WBGene00008868	X	9733072	9737750	-1	protein_coding	29.3014772089533	57.863699459252	205.802809379035	217.282198224467
F15G9.6	WBGene00008869	X	9709836	9713112	1	protein_coding	0	2.06656069497329	6.19887980057335	14.9115234075615
F15H10.10	WBGene00044014	V	10415734	10417025	-1	protein_coding	9.09356189243379	6.19968208491986	38.4330547635548	46.8647878523361
F15H10.12	WBGene00195181	V	10409763	10410091	-1	protein_coding	1.01039576582598	0	65.7081258860775	240.714592150635
F15H10.5	WBGene00008872	V	10417617	10419053	-1	protein_coding	4.04158306330391	8.26624277989315	578.975373373551	869.128792897869
F15H10.7	WBGene00008874	V	10403184	10406424	-1	protein_coding	30.3118729747793	22.0433140797151	8.67843172080269	0
F15H10.8	WBGene00008875	V	10401447	10402904	-1	protein_coding	47.4886009938209	26.8652890346527	49.5910384045868	83.078487556414
F15H10.9	WBGene00044013	V	10413332	10414692	-1	protein_coding	6.06237459495586	0	3.71932788034401	9.58597933343238
F15H9.1	WBGene00008870	I	12157151	12158712	1	protein_coding	24.2494983798234	0	4.95910384045868	0
F16A11.1	WBGene00008876	I	9393948	9404024	-1	protein_coding	652.715664723581	788.048478349814	1255.89304759616	1450.67820579277
F16B12.1	WBGene00008879	X	14085508	14089581	1	protein_coding	18.1871237848676	0	4.95910384045868	0
F16B12.4	WBGene00008880	X	14095738	14098664	-1	protein_coding	74.7692866711223	68.8853564991096	70.6672297265362	67.1018553340267
F16B12.5	WBGene00008881	X	14099656	14101568	1	protein_coding	3.03118729747793	0	2.47955192022934	0
F16B12.6	WBGene00008882	X	14102359	14107905	1	protein_coding	317.264270469357	363.714682315299	521.945679208276	346.160364818392
F16B12.7	WBGene00008883	X	14108545	14109714	1	protein_coding	0	0.688853564991096	2.47955192022934	0
F16B3.2	WBGene00017502	V	1315105	1315524	1	protein_coding	3.03118729747793	0	0	0
F16B3.3	WBGene00044774	V	1315643	1317919	-1	protein_coding	63.6549332470365	70.9519171940829	89.2638691282562	194.914913113125
F16B4.2	WBGene00017504	V	1601038	1603916	1	protein_coding	31.3222687406053	74.3961850190383	63.2285739658481	91.5993580750205
F16B4.4	WBGene00017506	V	1594019	1594665	1	protein_coding	554.707275438461	770.138285660045	3477.57156812165	1889.50303750101
F16B4.5	WBGene00017507	V	1588548	1591727	1	protein_coding	34.3534560380832	64.752235109163	314.903093869126	199.175348372428
F16B4.6	WBGene00017508	V	1587206	1587936	1	protein_coding	2.02079153165195	0	3.71932788034401	0
F16B4.7	WBGene00017509	V	1585722	1586028	1	protein_coding	3.03118729747793	1.37770712998219	404.166962997382	223.672851113422
F16C3.1	WBGene00008885	I	10147325	10149888	1	protein_coding	25.2598941456494	44.0866281594301	71.9070056866508	79.8831611119365
F16C3.2	WBGene00008886	I	10150280	10155131	-1	protein_coding	222.287068481715	301.7178614661	226.879000700985	193.849804298299
F16C3.3	WBGene00023415	I	10155161	10158558	1	protein_coding	23.2391026139975	31.6872639895904	33.4739509230961	71.36229059333
F16C3.4	WBGene00044243	I	10158951	10160034	1	protein_coding	4.04158306330391	10.3328034748664	0	0
F16D3.6	WBGene00008889	I	8375490	8377565	1	protein_coding	0	0	32.2341749629814	27.6928291854713
F16F9.1	WBGene00017513	X	8440192	8450417	1	protein_coding	68.7069120761664	36.5092389445281	153.732219054219	116.096860816014
F16F9.3	WBGene00017514	X	8457614	8459734	1	protein_coding	7.07277036078183	18.5990462547596	12.3977596011467	38.3439173337295
F16F9.4	WBGene00017515	X	8459821	8463360	-1	protein_coding	237.443004969104	237.654479921928	255.393847783622	326.988406151527
F16G10.1	WBGene00017516	II	2404284	2404659	1	protein_coding	0	0	0	0
F16G10.10	WBGene00017525	II	2389582	2390994	-1	protein_coding	0	0	0	0
F16G10.11	WBGene00017526	II	2391645	2393921	-1	protein_coding	0	0	0	0
F16G10.13	WBGene00017527	II	2394916	2395964	-1	protein_coding	0	0	0	0
F16G10.14	WBGene00017528	II	2397334	2398984	-1	protein_coding	0	0	1.23977596011467	0
F16G10.2	WBGene00017517	II	2375273	2376411	1	protein_coding	0	0	0	0
F16G10.3	WBGene00017518	II	2372390	2374340	1	protein_coding	0	0	0	0
F16G10.5	WBGene00017520	II	2367528	2368708	1	protein_coding	0	0	0	0
F16G10.6	WBGene00017521	II	2377199	2377851	-1	protein_coding	0	0	0	0
F16G10.7	WBGene00017522	II	2379579	2380274	-1	protein_coding	0	0	0	0
F16G10.8	WBGene00017523	II	2381949	2383434	-1	protein_coding	0	0	0	0
F16G10.9	WBGene00017524	II	2384186	2385595	-1	protein_coding	0	0	0	0
F16H11.1	WBGene00017530	X	4668071	4673234	1	protein_coding	74.7692866711223	101.950327618682	162.410650775022	35.1485908892521
F16H6.10	WBGene00008900	V	18222746	18224447	-1	protein_coding	281.900418665447	327.894296935762	238.036984342017	404.741349633812
F16H6.3	WBGene00008893	V	18195306	18197863	1	protein_coding	0	0	0	0
F16H6.4	WBGene00008894	V	18198721	18205815	1	protein_coding	5.05197882912988	15.8436319947952	4.95910384045868	0
F16H6.7	WBGene00008897	V	18207064	18209171	-1	protein_coding	16.1663322532156	33.7538246845637	27.2750711225227	14.9115234075615
F16H6.8	WBGene00008898	V	18213677	18216275	-1	protein_coding	0	0	0	0
F16H6.9	WBGene00008899	V	18217084	18222299	1	protein_coding	0	0	0	0
F17A2.13	WBGene00008904	X	12321657	12322993	1	protein_coding	0	0	0	0
F17A2.16	WBGene00304215	X	12308449	12309548	1	protein_coding	0	0	0	0
F17A2.4	WBGene00008903	X	12310812	12312730	1	protein_coding	0	0	4.95910384045868	0
F17A9.2	WBGene00017534	V	6107828	6114856	1	protein_coding	321.305853532661	123.993641698397	106.620732569862	100.120228593627
F17A9.4	WBGene00017536	V	6108964	6110722	-1	protein_coding	528.436985526986	363.714682315299	376.891891874859	48.9950054819877
F17A9.5	WBGene00017537	V	6111196	6112997	-1	protein_coding	271.796461007188	293.451618686207	401.687411077153	239.64948333581
F17B5.1	WBGene00008905	I	13184852	13188234	1	protein_coding	92.9564104559898	133.637591608273	292.587126587062	188.52426022417
F17B5.10	WBGene00138716	I	13189792	13190583	-1	protein_coding	0	0	0	0
F17B5.4	WBGene00008908	I	13199359	13200980	1	protein_coding	34.3534560380832	23.4210212096973	226.879000700985	435.62950526376
F17B5.6	WBGene00044058	I	13201710	13204293	1	protein_coding	0	2.06656069497329	34.7137268832107	33.0183732596004
F17B5.8	WBGene00045458	I	13190578	13191921	1	protein_coding	3.03118729747793	17.9101926897685	2.47955192022934	0
F17C11.11	WBGene00008922	V	10937633	10938849	-1	protein_coding	1151.85117304161	695.053247076016	454.997777362084	499.53603415331
F17C11.12	WBGene00008923	V	10934228	10936920	-1	protein_coding	348.586539209962	330.649711195726	94.2229729687149	59.6460936302459
F17C11.13	WBGene00023503	V	10955923	10957020	1	protein_coding	18.1871237848676	0	14.877311521376	0
F17C11.2	WBGene00008914	V	10948212	10949129	1	protein_coding	373.846433355611	407.801310474729	1265.81125527708	1843.70335846349
F17C11.22	WBGene00219325	V	10967919	10970281	-1	protein_coding	8.08316612660781	6.19968208491986	0	0
F17C11.26	WBGene00303011	V	10941450	10942776	1	protein_coding	550.665692375157	591.03635876236	968.265024849557	905.342492601947
F17C11.4	WBGene00008915	V	10951818	10953472	1	protein_coding	428.407804710214	369.225510835227	422.763602399102	399.415805559683
F17C11.6	WBGene00008917	V	10955091	10955952	1	protein_coding	46.4782052279949	57.1748458942609	27.2750711225227	0
F17C11.7	WBGene00008918	V	10956910	10958821	-1	protein_coding	252.598941456494	211.478044452266	177.287962296398	129.94327540875
F17C8.3	WBGene00008910	III	4731938	4734034	1	protein_coding	138.424219918159	144.65924864813	181.007290176742	248.170353854416
F17C8.6	WBGene00008911	III	4744870	4746025	-1	protein_coding	0	0	0	0
F17C8.7	WBGene00008912	III	4736050	4737258	1	protein_coding	145.496990278941	23.4210212096973	17.3568634416054	0
F17C8.9	WBGene00185014	III	4734356	4736065	1	protein_coding	129.330658025725	273.474865301465	125.217371971582	111.836425556711
F17E5.2	WBGene00008924	X	12394265	12399534	1	protein_coding	161.663322532156	148.103516473086	141.334459453072	146.985016445963
F17E9.15	WBGene00194833	IV	8346799	8347728	1	protein_coding	0	0	0	0
F17E9.16	WBGene00195009	IV	8352338	8352913	1	protein_coding	0	0	0	0
F17E9.18	WBGene00235282	IV	8346891	8347164	-1	protein_coding	0	0	0	0
F17E9.2	WBGene00017539	IV	8355892	8356503	1	protein_coding	0	0	0	0
F17E9.3	WBGene00017540	IV	8354874	8355433	1	protein_coding	0	0	0	0
F17E9.4	WBGene00017541	IV	8348373	8349169	1	protein_coding	59.6133501837326	7.57738921490205	2.47955192022934	0
F17E9.5	WBGene00017542	IV	8345818	8346546	1	protein_coding	402.137514798739	184.612755417614	6.19887980057335	0
F17H10.1	WBGene00008925	X	13105184	13108543	1	protein_coding	1318.5664744029	427.089210294479	297.546230427521	121.422404890144
F17H10.2	WBGene00008926	X	13113772	13116390	1	protein_coding	439.5221581343	312.739518505957	1518.72555114047	1625.3560514242
F17H10.4	WBGene00008928	X	13125976	13126520	-1	protein_coding	0	0	0	0
F18A1.1	WBGene00017545	II	7684889	7689689	1	protein_coding	7.07277036078183	2.75541425996438	18.59663940172	0
F18A1.7	WBGene00017548	II	7662706	7663754	-1	protein_coding	202.079153165195	72.3296243240651	11.157983641032	54.3205495561168
F18A11.2	WBGene00008929	II	13032778	13036505	1	protein_coding	132.361845323203	71.640770759074	105.380956609747	92.6644668898464
F18A11.3	WBGene00008930	II	13036348	13036965	-1	protein_coding	168.736092892938	95.7506455337623	37.1932788034401	63.9065288895492
F18A11.5	WBGene00008932	II	13009265	13012817	-1	protein_coding	88.9148273926859	82.6624277989315	130.17647581204	113.966643186363
F18A12.2	WBGene00017551	II	3415005	3416250	1	protein_coding	1.01039576582598	0	0	0
F18A12.7	WBGene00017556	II	3411425	3414469	-1	protein_coding	0	0	0	0
F18C12.3	WBGene00008934	I	8095740	8098444	1	protein_coding	203.089548931021	243.854162006848	136.375355612614	185.328933779693
F18C12.4	WBGene00008935	I	8060791	8061793	-1	protein_coding	0	2.75541425996438	0	0
F18C5.10	WBGene00017563	II	6559258	6561583	-1	protein_coding	1088.19623979458	661.988275956443	1394.747955129	1401.68320031078
F18C5.5	WBGene00017560	II	6565477	6566728	-1	protein_coding	149.538573342245	234.210212096973	52.0705903248161	109.706207927059
F18C5.9	WBGene00017562	II	6567134	6567870	1	protein_coding	0	0	0	0
F18E2.15	WBGene00219330	V	12760348	12760969	-1	protein_coding	0	0	0	0
F18E3.10	WBGene00017566	V	7423573	7424436	-1	protein_coding	0	0	0	0
F18E3.11	WBGene00017567	V	7413437	7413840	1	protein_coding	46.4782052279949	99.8837669237089	509.547919607129	463.322334449232
F18E3.12	WBGene00045275	V	7414941	7415344	1	protein_coding	60.6237459495586	59.2414065892342	466.155761003116	355.746344151824
F18E3.13	WBGene00045276	V	7416116	7416628	1	protein_coding	124.278679196595	176.346512637721	643.443723299513	811.612916897275
F18E9.1	WBGene00017568	X	8601535	8602366	1	protein_coding	25.2598941456494	8.95509634488424	12.3977596011467	41.539243778207
F18E9.3	WBGene00017569	X	8586147	8590290	1	protein_coding	193.995987038587	494.596859663607	363.254356313598	300.360685780881
F18E9.4	WBGene00017570	X	8580656	8583537	1	protein_coding	102.049972348424	34.4426782495548	99.1820768091736	172.547628001783
F18E9.7	WBGene00017573	X	8595152	8597747	-1	protein_coding	0	0	0	0
F18E9.8	WBGene00044780	X	8578585	8580104	-1	protein_coding	0	0	3.71932788034401	0
F18F11.1	WBGene00017574	IV	334809	337178	-1	protein_coding	240.474192266582	152.236637863032	39.6728307236694	74.5576170378074
F18F11.4	WBGene00017577	IV	330823	334385	1	protein_coding	43.447017930517	39.2646532044925	8.67843172080269	0
F18G5.1	WBGene00017579	X	9259852	9261066	1	protein_coding	0	0	0	0
F18G5.5	WBGene00017581	X	9256008	9257456	-1	protein_coding	0	0	0	0
