gene_name	log2FoldChange	pvalue	padj	wormbase_gene	chr	start	end	strand	biotype	HK2	HK4	HK5	HK6
B0207.9	2.71398951176665	0.393683159129576	0.569042124737611	WBGene00015032	I	5957461	5958457	-1	protein_coding	24.2494983798234	0	3.71932788034401	0
B0212.3	0.252377946153127	0.780968558198139	0.869970495621045	WBGene00015037	IV	3540136	3543603	1	protein_coding	46.4782052279949	64.752235109163	27.2750711225227	66.0367465192009
B0218.5	4.25129560055551	0.376543012622026	NA	WBGene00015049	IV	8155211	8156587	-1	protein_coding	8.08316612660781	0	0	0
B0218.7	7.85598230311188	0.000418143893734749	0.00343088898773807	WBGene00015051	IV	8164590	8166050	-1	protein_coding	91.9460146901639	6.19968208491986	0	0
B0222.1	-1.50732816675864	0.0433551380112063	0.125990872907905	WBGene00015053	V	9134255	9135347	1	protein_coding	42.436622164691	33.0649711195726	83.0649893276829	131.008384223576
B0222.11	0.0274020611898393	0.984669321538684	0.991874285084768	WBGene00044582	V	9165820	9168041	-1	protein_coding	7.07277036078183	26.8652890346527	18.59663940172	14.9115234075615
B0222.15	-1.98399469169922	0.690609503533581	NA	WBGene00235316	V	9155615	9156736	-1	protein_coding	0	0	1.23977596011467	0
B0222.5	-2.43737362172131	1.33576054475535e-11	6.17005935580511e-10	WBGene00015056	V	9152321	9154872	-1	protein_coding	235.422213437453	263.142061826599	1367.47288400648	1334.58134497675
B0228.1	-0.177699846545143	0.825197756640139	0.898786806672125	WBGene00015059	II	7755997	7756907	1	protein_coding	71.7380993736443	77.1515992790027	123.977596011467	44.7345702226844
B0228.6	0.211827936201988	0.823074413875163	0.897246521478221	WBGene00015063	II	7754147	7755156	-1	protein_coding	52.5405798229508	44.0866281594301	23.5557432421787	59.6460936302459
B0228.7	0.720653080175706	0.103981578917852	0.232257755577952	WBGene00015064	II	7757190	7758922	-1	protein_coding	623.414187514627	428.466917424462	348.377044792222	289.709597632623
B0228.8	-1.98399469169922	0.690609503533581	NA	WBGene00015065	II	7759710	7761540	-1	protein_coding	0	0	1.23977596011467	0
B0228.9	NA	NA	NA	WBGene00015066	II	7762062	7763669	-1	protein_coding	0	0	0	0
B0238.1	-1.81817672285864	3.3931082272605e-05	0.000409657196136868	WBGene00015067	V	5240768	5243136	-1	protein_coding	199.047965867717	298.273593641144	752.544007789604	1003.33250356592
B0238.11	0.410930908832305	0.4849209537141	0.651699622241848	WBGene00015075	V	5269485	5270744	1	protein_coding	310.191500108575	214.233458712231	126.457147931696	267.342312521281
B0238.12	0.151552886477642	0.796100961452987	0.879035486875123	WBGene00015076	V	5267822	5268823	1	protein_coding	124.278679196595	119.17166674346	111.57983641032	107.575990297408
B0238.15	NA	NA	NA	WBGene00044537	V	5240203	5240451	1	protein_coding	0	0	0	0
B0238.7	-4.30998983622814	0.00521872210597309	0.0261565288137955	WBGene00015071	V	5260332	5263099	-1	protein_coding	1.01039576582598	3.44426782495548	79.3456614473388	11.716196963084
B0238.9	2.25893335478674	0.0327561618847085	0.102550820074934	WBGene00015073	V	5275554	5278101	-1	protein_coding	154.590552171374	29.6207032946171	23.5557432421787	14.9115234075615
B0244.10	2.77257787629632	0.0267020962959697	0.088844725025674	WBGene00015085	III	5735193	5737481	1	protein_coding	71.7380993736443	24.7987283396794	9.91820768091736	4.26043525930328
B0244.11	NA	NA	NA	WBGene00015086	III	5767882	5768665	1	protein_coding	0	0	0	0
B0244.15	-1.98399469169922	0.690609503533581	NA	WBGene00206513	III	5743384	5744820	1	protein_coding	0	0	1.23977596011467	0
B0244.16	4.42183674189777	0.357445334997748	NA	WBGene00271577	III	5740966	5742822	1	protein_coding	9.09356189243379	0	0	0
B0244.17	2.42007017563655	0.518350069023678	NA	WBGene00271715	III	5733225	5735102	1	protein_coding	0	13.0882177348308	2.47955192022934	0
B0244.4	0.905394644473331	0.855843035197029	NA	WBGene00015079	III	5747485	5751637	1	protein_coding	0	0.688853564991096	0	0
B0244.5	2.19683120387959	0.337056633857052	0.512368005968208	WBGene00015080	III	5744870	5747195	1	protein_coding	8.08316612660781	19.9767533847418	6.19887980057335	0
B0244.6	0.243778812495309	0.884217176421965	0.936266751261577	WBGene00015081	III	5738008	5740471	1	protein_coding	12.1247491899117	30.9984104245993	1.23977596011467	35.1485908892521
B0244.7	0.905394644473331	0.855843035197029	NA	WBGene00015082	III	5731501	5733177	1	protein_coding	0	0.688853564991096	0	0
B0244.9	2.86844385324106	0.553749271599049	NA	WBGene00015084	III	5730118	5731030	-1	protein_coding	1.01039576582598	2.06656069497329	0	0
B0250.18	NA	NA	NA	WBGene00206505	V	20456846	20457254	-1	protein_coding	0	0	0	0
B0250.5	2.30270150281022	1.56608998168692e-07	3.43667194515049e-06	WBGene00007122	V	20493924	20497348	1	protein_coding	636.549332470365	514.573613048349	112.819612370435	120.357296075318
B0250.7	-0.556511473385009	0.701371204187849	0.816738363046634	WBGene00007124	V	20473022	20476061	-1	protein_coding	14.1455407215637	8.26624277989315	13.6375355612614	19.1719586668648
B0250.8	-3.0047244983105	0.538525168622951	NA	WBGene00007125	V	20469703	20470485	-1	protein_coding	0	0	2.47955192022934	0
B0252.1	1.40066996089881	0.130167180180318	0.269072102013624	WBGene00015087	II	6919680	6923665	1	protein_coding	58.6029544179066	53.7305780693055	22.3159672820641	20.2370674816906
B0252.3	-0.948085184929403	0.0310920247308041	0.0985854326527997	WBGene00015088	II	6902853	6907757	-1	protein_coding	189.954403975284	197.700973152444	380.611219755204	367.462541114908
B0252.5	5.15664879428253	0.0101816334478997	0.0434373791850818	WBGene00015089	II	6917032	6918922	-1	protein_coding	81.8420570319041	4.13312138994657	2.47955192022934	0
B0252.8	-1.68007821249822	0.00783272004000337	0.0355333398359171	WBGene00044615	II	6916110	6916963	1	protein_coding	67.6965163103404	50.28631024435	143.814011373302	233.258830446855
B0261.1	-0.577000245677683	0.154203745235852	0.302346816612048	WBGene00015091	I	5263694	5268380	1	protein_coding	344.544956146658	327.894296935762	464.915985043001	537.879951487039
B0261.5	4.42183674189777	0.357445334997748	NA	WBGene00015093	I	5249772	5250618	-1	protein_coding	9.09356189243379	0	0	0
B0261.6	7.69614638636083	0.000328350243441317	0.00280164751615892	WBGene00015094	I	5255447	5256945	-1	protein_coding	74.7692866711223	13.0882177348308	0	0
B0261.7	2.34605998462208	0.000429806271321855	0.00349915665715854	WBGene00015095	I	5269545	5270941	-1	protein_coding	336.46179002005	147.414662908094	47.1114864843574	47.9298966671619
B0261.8	1.10853572386354	0.0788162125821655	0.192871988850864	WBGene00015096	I	5271265	5272037	-1	protein_coding	128.320262259899	203.211801672373	88.0240931681415	66.0367465192009
B0261.9	-5.49739714531123	0.228421176366948	NA	WBGene00195057	I	5268419	5269463	1	protein_coding	0	0	0	13.8464145927357
B0272.3	0.270437103478717	0.41778643884749	0.590926362705939	WBGene00007129	X	9431432	9432745	1	protein_coding	1396.3669483715	1372.88515502725	1183.98604190951	1111.97360267816
B0272.4	-0.406641273834781	0.350926725362385	0.527147382492568	WBGene00007130	X	9428431	9430424	1	protein_coding	343.534560380832	537.994634258046	613.689100256761	555.986801339078
B0273.1	2.89026680742459	0.17447113412606	0.328941168220032	WBGene00015097	IV	5493992	5495252	1	protein_coding	25.2598941456494	11.0216570398575	4.95910384045868	0
B0273.115	NA	NA	NA	WBGene00206473	IV	5490555	5491154	-1	protein_coding	0	0	0	0
B0280.11	6.14252085323241	0.0276789029466537	0.0909024493086723	WBGene00015106	III	7136510	7138278	-1	protein_coding	7.07277036078183	22.7321676447062	0	0
B0280.17	5.38192631615249	0.000172890983074538	0.00164598374853278	WBGene00044674	III	7135024	7136149	-1	protein_coding	106.091555411728	43.397774594439	3.71932788034401	0
B0280.2	0.231945160695785	0.838928490072804	0.906396461336239	WBGene00015100	III	7124664	7128382	1	protein_coding	24.2494983798234	32.3761175545815	33.4739509230961	14.9115234075615
B0280.7	-0.921617785684113	0.277098863853767	0.450033814046172	WBGene00015103	III	7110302	7111893	-1	protein_coding	61.6341417153846	25.4875819046705	69.4274537664215	94.794684519498
B0280.9	0.466592202153128	0.3116597332954	0.486421896808735	WBGene00015104	III	7120905	7122895	-1	protein_coding	276.848439836318	345.80448962553	213.241465139723	237.519265706158
B0281.1	NA	NA	NA	WBGene00015108	II	2313067	2314927	1	protein_coding	0	0	0	0
B0281.3	0.219212595363168	0.743888685021011	0.845229870451131	WBGene00015110	II	2307041	2308361	1	protein_coding	91.9460146901639	102.639181183673	66.9479018461922	100.120228593627
B0281.4	NA	NA	NA	WBGene00015111	II	2297847	2298793	-1	protein_coding	0	0	0	0
B0281.5	NA	NA	NA	WBGene00015112	II	2299854	2300946	-1	protein_coding	0	0	0	0
B0281.6	2.00225873719002	0.682341596465871	NA	WBGene00015113	II	2301308	2302229	-1	protein_coding	1.01039576582598	0.688853564991096	0	0
B0281.8	NA	NA	NA	WBGene00015114	II	2311490	2312847	-1	protein_coding	0	0	0	0
B0284.3	0.0872977936685551	0.948598094890535	0.97072245342683	WBGene00007133	III	4379368	4381041	-1	protein_coding	8.08316612660781	35.1315318145459	26.0352951624081	14.9115234075615
B0285.3	1.23986905920403	0.3238287898664	0.499631099911396	WBGene00007136	III	4341983	4343336	-1	protein_coding	40.4158306330391	20.6656069497329	17.3568634416054	8.52087051860656
B0285.6	-0.437252020903276	0.712187748087865	0.823824512600386	WBGene00007138	III	4352246	4355888	1	protein_coding	23.2391026139975	15.1547784298041	19.8364153618347	31.9532644447746
B0286.1	-0.442551308681971	0.468392579045603	0.637674220659891	WBGene00015115	II	4375504	4386343	1	protein_coding	116.195513069987	87.4844027538692	116.538940250779	159.766322223873
B0294.1	-2.59480452378697	0.000964194114338688	0.0068810689029493	WBGene00015117	X	1896662	1897343	-1	protein_coding	21.2183110823455	123.993641698397	345.897492871993	535.749733857388
B0294.3	NA	NA	NA	WBGene00015118	X	1892187	1893272	1	protein_coding	0	0	0	0
B0302.2	NA	NA	NA	WBGene00015119	X	17178539	17178992	1	protein_coding	0	0	0	0
B0302.4	NA	NA	NA	WBGene00015121	X	17176490	17176777	-1	protein_coding	0	0	0	0
B0302.5	0.515718226388773	0.234926137854347	0.400730008021116	WBGene00015122	X	17193300	17195137	-1	protein_coding	376.877620653089	342.360221800575	242.996088182475	259.8865508175
B0303.11	-0.167925701613869	0.71900803255795	0.826790181733559	WBGene00015131	III	8703300	8710410	-1	protein_coding	382.939995248045	586.214383807422	659.560810781004	430.303961189631
B0303.14	0.151410439801274	0.873264300939944	0.928557486369866	WBGene00015132	III	8713993	8716184	-1	protein_coding	25.2598941456494	103.328034748664	53.3103662849308	62.8414200747234
B0303.16	-1.81738426438244	0.513975745847864	NA	WBGene00044678	III	8705109	8706345	1	protein_coding	1.01039576582598	2.06656069497329	9.91820768091736	1.06510881482582
B0303.3	-0.0881230090079653	0.779472696507127	0.869074601499341	WBGene00015125	III	8686118	8688457	-1	protein_coding	2891.75268179394	3046.79931795562	3296.56427794491	3016.38816358672
B0303.4	-0.398072658721655	0.30445218059154	0.479302976544353	WBGene00015126	III	8689850	8693473	1	protein_coding	587.039939944892	459.465327849061	680.637002102953	697.646273710912
B0303.7	-0.387400088635283	0.429732429073833	0.602086287464583	WBGene00015128	III	8693638	8699497	1	protein_coding	411.231076691172	314.806079200931	338.458837111305	610.307350895195
B0304.2	-0.108543698467352	0.916114546519484	0.953380870816396	WBGene00015134	II	4523622	4524589	1	protein_coding	36.3742475697352	26.1764354696616	23.5557432421787	43.6694614078586
B0304.4	-0.782042483576376	0.585826020508493	0.733763441192952	WBGene00015136	II	4522465	4523222	-1	protein_coding	13.1351449557377	7.57738921490205	17.3568634416054	18.1068498520389
B0310.1	-1.34881505335701	0.0060943529748872	0.0294302346299409	WBGene00015137	X	493211	497510	1	protein_coding	117.205908835813	117.105106048486	328.540629430387	268.407421336107
B0310.2	-0.302532587971283	0.656063275086332	0.785559879131497	WBGene00015138	X	501965	506943	-1	protein_coding	87.9044316268599	66.8187958041363	81.8252133675682	108.641099112234
B0310.3	-0.902645805604615	0.301236663864477	0.475911317575822	WBGene00015139	X	510818	520880	-1	protein_coding	25.2598941456494	50.9751638093411	54.5501422450455	88.4040316305431
B0310.6	-1.21276510440054	0.250599698410272	0.418813521653616	WBGene00015142	X	530551	531009	-1	protein_coding	15.1559364873896	22.0433140797151	30.9943990028667	55.3856583709427
B0334.10	NA	NA	NA	WBGene00007148	II	11518488	11519571	1	protein_coding	0	0	0	0
B0334.13	-1.17749687478232	0.140276194467828	0.283775821357868	WBGene00007149	II	11488302	11489619	1	protein_coding	91.9460146901639	39.9535067694836	83.0649893276829	214.08687177999
B0334.20	NA	NA	NA	WBGene00219293	II	11499643	11500464	-1	protein_coding	0	0	0	0
B0334.3	0.722432388388507	0.104467515884335	0.233001625460317	WBGene00007143	II	11489605	11493039	-1	protein_coding	3466.66787254893	4416.24020515791	3208.54018477676	1569.97039305326
B0334.4	0.48487764992761	0.393811111378649	0.569060291848324	WBGene00007144	II	11495692	11496663	1	protein_coding	306.149917045271	163.947148467881	150.012891173875	185.328933779693
B0334.5	0.53162735569017	0.343679652048367	0.519914047564526	WBGene00007145	II	11497665	11499620	1	protein_coding	385.971182545523	330.649711195726	345.897492871993	150.180342890441
B0334.6	-0.138290854360604	0.864516923613533	0.923047747649292	WBGene00007146	II	11510673	11513890	1	protein_coding	40.4158306330391	83.3512813639226	78.1058854872242	58.5809848154201
B0336.12	NA	NA	NA	WBGene00015149	III	5710062	5710509	-1	protein_coding	0	0	0	0
B0336.13	1.40141710720765	0.11969198809547	0.254918214577602	WBGene00015150	III	5694036	5694784	1	protein_coding	126.299470728247	44.0866281594301	33.4739509230961	30.8881556299488
B0336.7	1.55259461719283	0.29969789199037	0.474231195974611	WBGene00015147	III	5694735	5697366	-1	protein_coding	125.289074962421	88.8621098838513	73.1467816467655	0
B0348.1	1.73348917253423	0.724260233369635	NA	WBGene00015151	V	48922	49619	1	protein_coding	0	1.37770712998219	0	0
B0348.10	NA	NA	NA	WBGene00255704	V	8575	8739	-1	protein_coding	0	0	0	0
B0348.2	0.946304777857795	0.207027205611931	0.368721784980145	WBGene00015152	V	45310	46916	1	protein_coding	169.746488658764	566.926483987672	97.9423008490589	284.384053558494
B0348.5	4.0469785601411	0.159604456721034	0.309788686830168	WBGene00015153	V	1663	6632	1	protein_coding	40.4158306330391	0	2.47955192022934	0
B0353.1	-1.15561868833799	0.00378567558367666	0.0204240882427199	WBGene00015155	III	557518	576447	1	protein_coding	341.51376884918	331.338564760717	649.642603100087	848.891725416179
B0361.11	0.223270813212476	0.943036777009259	0.967793937781375	WBGene00015165	III	7277604	7281217	1	protein_coding	1.01039576582598	7.57738921490205	7.43865576068802	0
B0361.14	NA	NA	NA	WBGene00303033	III	7299490	7299531	-1	protein_coding	0	0	0	0
B0361.2	0.38228313546941	0.496260373434398	0.660944446811355	WBGene00015156	III	7293632	7308364	1	protein_coding	266.744482178058	152.236637863032	153.732219054219	167.222083927654
B0361.3	0.427327928011659	0.329293080920097	0.505011910077694	WBGene00015157	III	7281377	7283959	1	protein_coding	319.285062001009	365.781243010272	252.914295863393	256.691224373023
B0361.4	-3.86428391282827	1.32487538986782e-06	2.31636507999554e-05	WBGene00015158	III	7259012	7268263	1	protein_coding	15.1559364873896	6.88853564991096	123.977596011467	191.719586668648
B0361.6	0.311184300241923	0.619681322567411	0.758478056736602	WBGene00015160	III	7275502	7277274	-1	protein_coding	248.55735839319	112.283131093549	140.094683492958	150.180342890441
B0361.9	-0.998066229819061	0.00655655709457761	0.0311212919370278	WBGene00015163	III	7298348	7299600	-1	protein_coding	459.730073450819	473.931252713874	867.843172080269	996.941850676968
B0365.9	3.77865512468454	0.146838207938857	0.292358029478813	WBGene00219208	V	13131873	13133565	-1	protein_coding	277.858835602144	265.897476086563	39.6728307236694	0
B0379.1	-1.96820409771764	1.27933008934242e-06	2.25445394045679e-05	WBGene00007155	I	10074952	10077749	1	protein_coding	345.555351912484	383.002582135049	1117.03814006332	1733.99715053644
B0379.2	2.45894846558334	0.272164311794342	0.443704911798924	WBGene00007156	I	10070923	10071900	-1	protein_coding	28.2910814431273	5.51082851992877	6.19887980057335	0
B0379.6	NA	NA	NA	WBGene00007158	I	10097317	10097777	1	protein_coding	0	0	0	0
B0379.7	4.42506990237794	0.00396680308222951	0.0211640452295557	WBGene00007159	I	10072578	10074399	-1	protein_coding	136.403428386507	20.6656069497329	7.43865576068802	0
B0391.14	NA	NA	NA	WBGene00206462	V	15599171	15599731	-1	protein_coding	0	0	0	0
B0393.3	3.1215207736974	0.000192811309286276	0.00179493524690451	WBGene00007168	III	4757201	4759728	1	protein_coding	345.555351912484	84.0401349289137	24.7955192022934	24.4975027409939
B0393.4	0.982234722403009	0.358585854915721	0.535161139276893	WBGene00007169	III	4759744	4763609	-1	protein_coding	28.2910814431273	48.9086031143678	21.0761913219494	18.1068498520389
B0393.5	0.744191441864105	0.189450808697804	0.347764111734495	WBGene00007170	III	4765833	4776342	1	protein_coding	331.40981119092	287.940790166278	252.914295863393	117.16196963084
B0393.6	0.831603061970527	0.680785430925439	0.803710243687791	WBGene00007171	III	4780130	4781987	-1	protein_coding	39.4054348672131	6.88853564991096	26.0352951624081	0
B0393.7	NA	NA	NA	WBGene00007172	III	4776264	4778065	-1	protein_coding	0	0	0	0
B0393.8	-1.50775568076336	0.221852253502814	0.385491794487765	WBGene00007173	III	4751878	4752370	-1	protein_coding	7.07277036078183	17.9101926897685	23.5557432421787	47.9298966671619
B0393.9	-1.17841793298382	0.0196236025885419	0.0711795531604745	WBGene00044636	III	4778390	4780157	-1	protein_coding	109.122742709205	110.905423963566	254.154071823507	243.909918595113
B0395.3	-0.205682713258996	0.588962888780854	0.736130530073494	WBGene00007175	X	16035055	16039514	-1	protein_coding	1128.61207042762	1706.97913404794	1565.83703762483	1705.23921253614
B0403.3	-0.458433573006649	0.407702316394646	0.581817213366946	WBGene00015167	X	7061203	7063330	-1	protein_coding	133.372241089029	251.43155122175	235.557432421787	293.970032891926
B0403.5	-1.3539416831268	0.00913474338228305	0.0400265995830167	WBGene00015169	X	7057731	7061190	1	protein_coding	464.782052279949	520.773295133268	710.391625145706	1808.55476757424
B0403.6	-1.66329666198334	0.0491668247164243	0.138080446370052	WBGene00043982	X	7071410	7075337	-1	protein_coding	56.5821628862547	27.5541425996438	68.1876778063068	197.045130742777
B0410.1	NA	NA	NA	WBGene00015170	X	2894573	2895244	1	protein_coding	0	0	0	0
B0410.3	-1.526742367162	0.000699245550698722	0.00524294033655164	WBGene00015172	X	2890612	2891491	-1	protein_coding	389.002369843001	347.182196755512	752.544007789604	1367.59971823635
B0416.10	-6.13111130348822	0.0646164252863764	0.166961098882503	WBGene00206482	X	9273738	9274671	-1	protein_coding	0	0	1.23977596011467	20.2370674816906
B0416.11	5.06070224095372	0.269524945641802	NA	WBGene00206483	X	9282142	9283086	-1	protein_coding	14.1455407215637	0	0	0
B0416.2	-1.7267398748529	0.665093303994318	NA	WBGene00015178	X	9299147	9300131	1	protein_coding	3.03118729747793	0	9.91820768091736	0
B0416.3	-4.50619145904466	0.00103166376700703	0.00726582585271866	WBGene00015179	X	9291651	9293366	1	protein_coding	0	5.51082851992877	74.3865576068802	57.5158760005943
B0416.4	-1.99351623317971	0.452540669429368	0.622893742176025	WBGene00015180	X	9278953	9279947	1	protein_coding	0	4.82197495493767	2.47955192022934	17.0417410372131
B0416.5	0.345272722635917	0.348903628746692	0.52535260690397	WBGene00015181	X	9268626	9270855	-1	protein_coding	1125.58088313014	1038.79117600657	965.785472929328	738.120408674293
B0416.7	-2.13300392209258	0.00115395773354802	0.00796225515918841	WBGene00015182	X	9296947	9297934	-1	protein_coding	32.3326645064313	60.6191137192164	240.516536262246	169.352301557305
B0432.1	3.52087582605905	0.465343866014356	NA	WBGene00015183	II	297399	299735	1	protein_coding	0	4.82197495493767	0	0
B0432.10	3.25147056679769	0.0250897051252799	0.0849338445837907	WBGene00015191	II	283887	286275	-1	protein_coding	76.7900782027742	63.3745279791808	14.877311521376	0
B0432.11	3.2733391276883	0.497925776917827	NA	WBGene00015192	II	293864	294706	-1	protein_coding	2.02079153165195	2.06656069497329	0	0
B0432.14	-2.16270968072815	0.000773143172151241	0.00572248304372674	WBGene00044640	II	264353	266077	1	protein_coding	42.436622164691	86.106695623887	207.04258533915	370.657867559385
B0432.7	0.234981425908437	0.717372338005514	0.826293974105099	WBGene00015188	II	266301	273966	-1	protein_coding	111.143534240857	87.4844027538692	85.5445412479122	83.078487556414
B0432.8	4.15912506103291	0.00182466621807594	0.0115018506872377	WBGene00015189	II	276212	278736	-1	protein_coding	39.4054348672131	66.1299422391452	4.95910384045868	1.06510881482582
B0432.9	1.80795267796799	0.256919453777724	0.426092259002373	WBGene00015190	II	282576	283694	-1	protein_coding	21.2183110823455	20.6656069497329	9.91820768091736	2.13021762965164
B0454.26	6.34164051255707	0.0680308698004375	0.173597612520605	WBGene00206372	II	3036187	3037757	-1	protein_coding	34.3534560380832	0	0	0
B0454.5	-0.657370680576964	0.264232846685581	0.43460676947286	WBGene00015196	II	3038859	3040822	1	protein_coding	128.320262259899	121.927081003424	255.393847783622	139.529254742182
B0454.6	-1.04502285671325	0.00863568565861005	0.038384814840142	WBGene00015197	II	3032780	3036122	1	protein_coding	392.033557140479	457.398767154088	747.584903949146	1005.46272119557
B0454.8	1.58412566281729	0.315518766338166	0.490399195868418	WBGene00015199	II	3040943	3043406	-1	protein_coding	41.426226398865	6.19968208491986	6.19887980057335	9.58597933343238
B0457.2	-0.357924838901187	0.529026713998927	0.688700765317476	WBGene00007178	II	8924572	8926678	-1	protein_coding	117.205908835813	160.502880642925	146.293563293531	209.826436520687
B0457.4	NA	NA	NA	WBGene00007179	II	8910913	8912029	-1	protein_coding	0	0	0	0
B0457.6	-1.83257166765461	2.79027966017698e-06	4.53412870729736e-05	WBGene00007180	II	8922423	8924373	1	protein_coding	251.588545690668	307.91754355102	901.317123003365	1092.80164401129
B0462.4	-2.14818251169956	0.20426338870672	0.365758061185065	WBGene00007183	V	18329112	18331179	-1	protein_coding	24.2494983798234	0	37.1932788034401	69.2320729636783
B0462.5	0.451952390902418	0.510972553902108	0.673466776019282	WBGene00194695	V	18322336	18323327	-1	protein_coding	112.153930006683	82.6624277989315	80.5854374074535	61.7763112598976
B0464.6	0.669990855551029	0.195644466943192	0.35574997834333	WBGene00007186	III	9462989	9465965	-1	protein_coding	385.971182545523	227.321676447062	200.843705538576	184.263824964867
B0464.9	0.731801872723298	0.314855901199755	0.489826758560866	WBGene00007188	III	9465767	9467177	1	protein_coding	108.112346943379	79.9070135389671	45.8717105242428	67.1018553340267
B0478.3	-0.0166073122068608	0.990868295423157	0.995257376463286	WBGene00015202	IV	6963716	6964654	-1	protein_coding	7.07277036078183	30.3095568596082	28.5148470826374	9.58597933343238
B0491.1	0.0222845689684717	0.977847522753435	0.988443263227036	WBGene00007189	II	11348430	11349946	1	protein_coding	151.559364873896	46.8420424193945	81.8252133675682	112.901534371537
B0491.5	0.716328378917882	0.0262554561523894	0.0878665377407558	WBGene00007192	II	11343716	11345743	-1	protein_coding	2326.94144869722	2209.15338292644	1383.58997148797	1377.18569756979
B0491.6	-0.0162077440487392	0.973828130250092	0.985416619156381	WBGene00007193	II	11345943	11348248	-1	protein_coding	241.484588032408	183.235048287631	210.761913219494	218.347307039293
B0491.7	0.764067349784186	0.226171097927401	0.390727998566488	WBGene00007194	II	11350192	11351373	1	protein_coding	126.299470728247	161.880587772907	102.901404689518	67.1018553340267
B0495.5	-0.072246662309814	0.871114080370464	0.927312990029473	WBGene00015204	II	7695935	7698506	-1	protein_coding	281.900418665447	276.91913312642	267.791607384769	319.532644447746
B0495.7	0.73684499632899	0.0503890588276537	0.14024970325733	WBGene00015206	II	7701948	7705276	-1	protein_coding	1805.57723353102	2111.33617669771	1393.50817916889	957.532824528412
B0495.8	-0.0503146175286825	0.914228671723957	0.95241168738833	WBGene00015207	II	7705536	7707483	-1	protein_coding	301.097938216141	245.23186913683	246.715416062819	318.46753563292
B0495.9	0.272132167307853	0.639237436424341	0.77275659765542	WBGene00015208	II	7707586	7708725	-1	protein_coding	245.526171095712	143.281541518148	133.895803692384	187.459151409344
B0496.1	-0.470494153390633	0.800732664856709	0.882521913413765	WBGene00015210	IV	7446390	7447466	1	protein_coding	4.04158306330391	8.95509634488424	7.43865576068802	10.6510881482582
B0496.11	-0.553754682225203	0.787655149734042	0.873706416463065	WBGene00194883	IV	7433544	7433958	-1	protein_coding	26.2702899114754	0	14.877311521376	23.432393926168
B0496.2	NA	NA	NA	WBGene00015211	IV	7447856	7449169	1	protein_coding	0	0	0	0
B0496.6	0.496161831785654	0.916310053730778	NA	WBGene00015215	IV	7419118	7419971	1	protein_coding	0	3.44426782495548	2.47955192022934	0
B0507.1	0.110599208340421	0.901029180758787	0.945326419968556	WBGene00015218	V	8776570	8779318	1	protein_coding	70.7277036078184	44.0866281594301	74.3865576068802	31.9532644447746
B0507.2	-0.418851328496713	0.270545078884686	0.442028127793473	WBGene00015219	V	8774332	8776630	1	protein_coding	501.156299849684	493.219152533625	611.209548336532	717.883341192603
B0507.3	-0.423017677036556	0.499654810036706	0.663693430993995	WBGene00015220	V	8768909	8770876	1	protein_coding	85.883640095208	110.216570398575	105.380956609747	157.636104594221
B0507.4	2.71994491048695	0.574963138411097	NA	WBGene00015221	V	8754970	8755759	1	protein_coding	0	2.75541425996438	0	0
B0507.5	-2.80559806003633	0.566941981092053	NA	WBGene00015222	V	8753695	8754873	1	protein_coding	0	0	0	2.13021762965164
B0507.6	-1.31646539390565	0.0280409942947635	0.0916491637072352	WBGene00015223	V	8746158	8750177	1	protein_coding	76.7900782027742	148.103516473086	219.440344940296	341.899929559088
B0507.7	-1.77248825774697	0.289219995067652	0.463097820321808	WBGene00015224	V	8757489	8758718	-1	protein_coding	15.1559364873896	0.688853564991096	23.5557432421787	29.823046815123
B0507.8	-1.86332202368267	0.00110279595869635	0.00769437963536112	WBGene00015225	V	8760687	8763194	-1	protein_coding	206.120736228499	84.7289884939048	457.477329282313	597.526045117285
B0507.9	3.54546063660373	0.110865867002293	0.242895412905332	WBGene00015226	V	8764888	8766038	-1	protein_coding	33.3430602722572	4.82197495493767	0	3.19532644447746
B0511.11	-0.0945777925655599	0.900645424439744	0.945169302444794	WBGene00015236	I	10648606	10654179	-1	protein_coding	60.6237459495586	58.5525530242431	55.7899182051601	71.36229059333
B0511.12	-0.582857993596578	0.249294141415648	0.417377348744444	WBGene00015237	I	10654298	10666933	-1	protein_coding	475.896405704035	913.419827178193	1340.19781288396	742.380843933597
B0511.13	0.519816691636223	0.567871751608026	0.719642142155579	WBGene00015238	I	10634572	10636028	-1	protein_coding	73.7588909052963	55.1082851992877	23.5557432421787	66.0367465192009
B0511.17	NA	NA	NA	WBGene00219234	I	10643029	10643724	1	protein_coding	0	0	0	0
B0511.19	1.89414382467744	0.179755137447556	0.335689466813092	WBGene00255714	I	10633279	10634078	-1	protein_coding	73.7588909052963	7.57738921490205	11.157983641032	10.6510881482582
B0511.2	2.71994491048695	0.574963138411097	NA	WBGene00015228	I	10651030	10653043	1	protein_coding	0	2.75541425996438	0	0
B0511.6	0.0584253997275466	0.866281584398976	0.92427248820953	WBGene00015232	I	10625388	10628387	1	protein_coding	1805.57723353102	1430.06000092151	1624.10650775022	1482.63147023754
B0511.7	0.910179222204594	0.167940975485135	0.320955770541505	WBGene00015233	I	10631665	10633150	-1	protein_coding	159.642531000504	116.416252483495	90.5036450883709	56.4507671857685
B0513.4	6.91280220766378	0.00272739146525205	0.0158280784155466	WBGene00007196	IV	13880138	13881546	1	protein_coding	30.3118729747793	20.6656069497329	0	0
